LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-01,98.29822,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-02,97.71866,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-03,97.43002,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-04,97.06559,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-05,96.6864,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-06,95.77885,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-07,94.44819,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-08,94.15157,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-09,95.16089,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-10,96.27787,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-11,97.1399,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2015-12,97.74289,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-01,98.1899,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-02,98.55349,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-03,98.894,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-04,98.86687,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-05,98.66167,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-06,98.6512,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-07,98.72429,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-08,99.05232,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-09,99.43456,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-10,99.60986,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-11,99.4852,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2016-12,99.3965,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-01,99.2737,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-02,99.16565,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-03,99.13022,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-04,99.02248,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-05,98.87917,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-06,99.05539,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-07,99.26295,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-08,99.58642,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-09,100.1593,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-10,100.4623,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-11,100.8446,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2017-12,101.2902,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-01,101.4135,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-02,101.235,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-03,100.7968,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-04,100.6892,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-05,100.8614,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-06,101.1937,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-07,101.4707,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-08,101.4275,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.0249,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-10,100.5217,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-11,100.2666,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2018-12,100.1838,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-01,100.2894,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-02,100.542,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-03,100.6787,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.7769,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.8846,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-06,101.068,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-07,101.2166,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-08,101.3828,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-09,101.6336,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-10,101.7391,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-11,101.8811,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2019-12,102.1698,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-01,102.3561,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-02,102.0959,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-03,100.8216,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-04,98.64203,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.62843,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-06,95.99821,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-07,96.34827,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-08,96.77944,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-09,97.29143,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-10,97.9153,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-11,98.20158,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2020-12,98.57385,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-01,98.8502,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-02,99.20862,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-03,99.73618,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-04,100.5069,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-05,101.6065,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-06,102.3912,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.1794,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.5369,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-09,103.3785,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-10,103.4542,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-11,103.5299,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2021-12,103.7078,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-01,104.0883,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-02,104.0988,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-03,103.7117,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-04,102.9982,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-05,102.4278,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-06,101.6048,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-07,100.8268,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-08,100.2508,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-09,99.88546,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-10,99.78918,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-11,100.1738,
GRC,BCI,AMPLITUD,LTRENDIDX,M,2022-12,100.9774,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-02,99.22073,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-03,99.02899,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-04,98.79779,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-05,98.59329,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-06,98.77785,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-07,99.0676,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-08,99.49482,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-09,99.86138,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-10,100.0305,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-11,100.125,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2003-12,100.1017,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-01,100.0502,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-02,100.1308,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-03,100.3179,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-04,100.5761,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-05,100.9643,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-06,101.1034,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-07,100.9864,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-08,100.8737,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-09,100.8966,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-10,100.8784,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-11,100.7746,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2004-12,100.5531,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-01,100.2649,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-02,100.0421,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-03,99.87318,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-04,99.72269,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-05,99.59776,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-06,99.47587,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-07,99.42989,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-08,99.61298,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-09,99.9622,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-10,100.1353,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-11,100.257,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2005-12,100.3521,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-01,100.7375,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-02,101.0714,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-03,101.3366,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-04,101.6101,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-05,101.7462,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-06,101.8388,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-07,102.1201,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-08,102.3371,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-09,102.4284,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-10,102.4966,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-11,102.6475,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2006-12,102.7168,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-01,102.6845,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-02,102.759,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-03,102.6224,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-04,102.4515,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-05,102.4383,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-06,102.3269,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-07,102.1466,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-08,102.0828,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-09,102.0417,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-10,101.9533,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-11,101.7958,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2007-12,101.4608,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-01,101.134,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-02,100.9451,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-03,100.9013,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-04,100.7503,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-05,100.4868,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.1611,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.80002,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.37303,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-09,98.7942,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-10,97.88681,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.77389,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2008-12,95.82703,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-01,95.2387,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-02,94.73654,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-03,94.56548,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-04,94.77449,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-05,95.09661,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-06,95.61298,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-07,96.24243,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-08,96.80712,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-09,97.25896,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-10,97.57717,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-11,97.71008,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2009-12,97.71918,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-01,97.92005,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-02,98.23991,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-03,98.63298,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-04,99.10304,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-05,99.56708,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-06,99.9501,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-07,100.0635,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-08,100.1123,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-09,100.1876,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-10,100.3552,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-11,100.4945,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2010-12,100.5931,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-01,100.6929,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-02,100.7234,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-03,100.7444,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-04,100.7093,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-05,100.4448,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-06,100.2337,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-07,100.0005,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-08,99.65997,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.33295,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.10501,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-11,99.13081,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.39995,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.62553,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-02,99.79672,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-03,99.83329,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-04,99.80818,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.77396,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-06,99.56544,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-07,99.31316,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-08,99.10413,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-09,98.89182,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-10,98.63662,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-11,98.48398,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2012-12,98.59163,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-01,98.88851,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-02,99.12122,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-03,99.12196,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-04,98.9696,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-05,98.83482,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-06,98.91002,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.13316,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.3523,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.56464,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.74865,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.89149,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.92479,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.97546,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-02,100.1271,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-03,100.1808,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-04,100.1373,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.0231,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-06,99.74541,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-07,99.46391,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-08,99.40562,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-09,99.27357,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-10,99.17812,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-11,99.0843,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2014-12,99.06126,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-01,99.08516,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-02,99.07926,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-03,99.18106,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-04,99.30312,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-05,99.40787,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-06,99.48822,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-07,99.63404,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-08,99.6608,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-09,99.6313,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-10,99.62356,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-11,99.67468,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2015-12,99.7715,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-01,99.64538,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.34301,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-03,99.23272,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-04,99.2626,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-05,99.34472,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-06,99.44505,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-07,99.58696,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-08,99.8193,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-09,100.0746,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.296,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-11,100.4563,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2016-12,100.5583,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-01,100.7494,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-02,100.8762,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-03,100.9789,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.0443,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.1773,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-06,101.3982,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-07,101.5783,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-08,101.647,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-09,101.8737,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.2172,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.5444,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.6801,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-01,102.6275,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-02,102.5869,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-03,102.5118,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-04,102.3547,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-05,102.1426,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-06,101.9111,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-07,101.7625,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-08,101.7727,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.7793,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.7317,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.5644,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2018-12,101.1248,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-01,100.6484,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-02,100.2059,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-03,99.88859,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-04,99.80538,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-05,99.76712,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-06,99.64353,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.67539,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.81071,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.82689,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.69189,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.63358,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2019-12,99.60718,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-01,99.47337,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-02,98.97335,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.74282,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-04,96.27415,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-05,95.94872,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.53415,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-07,97.31427,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-08,97.90741,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-09,98.32505,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-10,98.72102,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-11,99.1451,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2020-12,99.62624,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-01,99.97117,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-02,100.4471,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-03,101.2317,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.0906,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-05,102.8089,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.2907,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.3366,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.2584,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-09,103.1135,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-10,103.1087,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-11,103.129,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2021-12,103.05,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-01,102.8208,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-02,102.6284,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-03,102.425,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-04,102.1034,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-05,101.7004,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-06,101.4101,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-07,100.9255,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-08,100.3286,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-09,99.88926,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-10,99.55035,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-11,99.38369,
AUT,BCI,AMPLITUD,LTRENDIDX,M,2022-12,99.43269,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-02,99.29547,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-03,98.41388,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-04,97.65168,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-05,97.43091,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-06,97.68483,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-07,98.32408,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-08,99.03729,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-09,99.68799,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-10,99.9558,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-11,100.1037,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2003-12,100.0556,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-01,99.93049,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-02,99.8993,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-03,100.1739,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-04,100.5473,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-05,100.6374,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-06,100.7403,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-07,101.0043,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-08,101.3811,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-09,101.5258,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-10,101.374,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-11,100.9431,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2004-12,100.4292,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-01,100.0383,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-02,99.70932,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-03,99.53252,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-04,99.31476,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-05,99.32904,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-06,99.44156,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-07,99.6973,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-08,100.1802,
SVN,BCI,AMPLITUD,LTRENDIDX,M,2005-09,100.5667,
